,loss,mae,val_loss,val_mae
967,25166209024.0,100203.21875,29606471680.0,102801.5390625
968,25156866048.0,100290.21875,29488596992.0,102470.5
969,25179265024.0,100163.125,29601089536.0,103239.171875
970,25176446976.0,100251.6171875,29531185152.0,102639.1328125
971,25119475712.0,100281.2109375,29690824704.0,102948.3359375
972,25177649152.0,100170.671875,29472079872.0,103104.7890625
973,25095487488.0,100088.03125,29618640896.0,103671.9765625
974,25164054528.0,100263.296875,29425070080.0,103082.0078125
975,25112559616.0,100235.953125,29429860352.0,103210.6171875
976,25133930496.0,100210.609375,29486352384.0,102772.421875
977,25171329024.0,100127.5078125,29467602944.0,102867.3828125
978,25138356224.0,100230.875,29544208384.0,102612.953125
979,25149235200.0,100270.1796875,29495463936.0,102820.125
980,25144457216.0,100264.1171875,29604722688.0,102501.21875
981,25140654080.0,100143.90625,29674043392.0,102299.984375
982,25174870016.0,100204.4609375,29674741760.0,102129.3046875
983,25164781568.0,100117.84375,29508790272.0,102727.4375
984,25127049216.0,100194.8203125,29482510336.0,102555.1484375
985,25138554880.0,100126.6015625,29412620288.0,103306.2265625
986,25136728064.0,100245.4765625,29428357120.0,102900.1328125
987,25138366464.0,100226.125,29458778112.0,102385.984375
988,25128050688.0,100193.4453125,29632301056.0,102199.984375
989,25132533760.0,99975.5390625,29441742848.0,103860.390625
990,25138915328.0,100473.9765625,29543163904.0,102249.71875
991,25109790720.0,100006.609375,29394870272.0,103036.7578125
992,25124630528.0,100312.3046875,29429907456.0,102793.0546875
993,25120393216.0,100163.6484375,29379442688.0,102932.3046875
994,25109051392.0,100216.5078125,29427908608.0,102591.4765625
995,25100638208.0,100280.7109375,29562763264.0,102282.203125
996,25141749760.0,100120.0078125,29499107328.0,102280.015625
997,25125050368.0,100091.1796875,29433032704.0,102528.3203125
998,25100068864.0,100182.515625,29512343552.0,102267.8046875
999,25138722816.0,100065.3203125,29471391744.0,102739.6015625
