,loss,accuracy,val_loss,val_accuracy
82,0.42241370677948,0.8091428279876709,0.43574976921081543,0.8040000200271606
83,0.4221942722797394,0.8092857003211975,0.4354965388774872,0.8029999732971191
84,0.4220081865787506,0.8092857003211975,0.43517839908599854,0.8029999732971191
85,0.42175349593162537,0.8097142577171326,0.43490874767303467,0.8019999861717224
86,0.4215059280395508,0.8097142577171326,0.4346272647380829,0.8029999732971191
87,0.42131754755973816,0.8101428747177124,0.43431970477104187,0.8050000071525574
88,0.42108508944511414,0.8107143044471741,0.43407660722732544,0.8050000071525574
89,0.4208735227584839,0.8107143044471741,0.43379828333854675,0.8069999814033508
90,0.4206407368183136,0.8107143044471741,0.433509886264801,0.8059999942779541
91,0.420421302318573,0.8141428828239441,0.4332021176815033,0.8080000281333923
92,0.42021018266677856,0.8167142868041992,0.4329124391078949,0.8100000023841858
93,0.4199790060520172,0.8171428442001343,0.4326591193675995,0.8109999895095825
94,0.4197506010532379,0.8172857165336609,0.43237972259521484,0.8119999766349792
95,0.4195440411567688,0.818142831325531,0.4320787787437439,0.8159999847412109
96,0.41933900117874146,0.8180000185966492,0.43176475167274475,0.8169999718666077
97,0.4191177785396576,0.8187142610549927,0.4314854145050049,0.8190000057220459
98,0.41890251636505127,0.8191428780555725,0.43117207288742065,0.8180000185966492
99,0.41868454217910767,0.8197143077850342,0.43086835741996765,0.8190000057220459
